74	11.60088,8.166564,5.296944,13.17351,9.687558,10.91419,15.51821,18.76018,5.230918,18.2204
75	3.111852,0.6154575,8.971265,-1.29456,5.302656,1.933721,-2.657401,8.073446,-8.441702,-0.6307623
76	3.322113,-3.593676,5.254765,-3.164501,5.296007,3.189147,5.57638,-2.692415,2.47677,-0.3140971
77	10.86881,-1.240355,1.000913,5.446219,2.180728,11.71768,5.686069,13.60667,3.744547,-3.669583
78	4.964688,9.052628,14.66958,11.71955,14.0701,14.57671,9.140739,-2.011156,13.97953,20.84558
79	8.162246,5.327412,9.791804,13.38056,14.33218,11.17588,5.330149,14.06626,16.74159,21.25941
80	11.96846,5.418023,8.624293,7.072107,5.327752,6.842546,10.82366,8.043895,3.667809,-5.198915
81	-10.57213,13.05476,-5.443811,-3.803759,9.288691,-8.94938,5.695313,0.2799562,4.279384,6.390551
82	-12.98475,-2.805262,3.900941,4.525338,12.13528,2.323135,4.318293,2.373892,-0.4341812,5.744554
83	5.922697,9.799248,13.90708,13.38226,7.586737,6.654433,12.56401,15.24455,10.60529,8.433536
84	-5.413758,-1.486591,7.674825,7.559659,-2.353888,3.053658,2.346978,-6.313244,6.0542,-7.561729
85	-0.7043637,0.918121,-6.109686,-5.25482,3.754549,1.127265,-0.9571424,-4.670136,-3.486493,12.18052
86	9.925032,9.81623,7.474044,-0.2617796,0.9524812,9.756956,-0.5417676,8.6377,3.332302,4.00812
87	6.385924,4.268666,0.8376793,6.350028,10.28002,1.968155,4.352447,3.391093,-2.889515,-2.632931
88	18.71041,15.73787,17.42694,15.75928,15.20999,16.11711,9.947675,27.00611,19.00981,13.74396
89	23.55579,13.02813,3.392546,21.8206,20.66115,11.12842,7.948125,5.827362,13.65493,5.830357
90	6.277596,-2.099816,1.381986,3.274741,10.59463,-2.792718,-6.021551,-7.228047,4.778686,1.699404
91	16.96547,16.12109,15.11771,11.88519,21.31005,12.97113,18.33382,15.8232,23.90762,18.55607
92	5.373454,-4.45423,14.48697,11.31941,2.166917,7.910038,7.20948,0.3362029,13.44954,4.758764
93	5.029378,4.572853,9.757287,12.88043,10.36915,13.52973,11.6749,12.72694,2.98547,13.38527
94	1.47574,-6.239255,1.502315,-0.1992882,-1.592557,-0.772988,8.227446,-4.294607,0.9230776,-10.35981
95	13.71163,1.18991,1.639102,-0.9881481,6.899026,11.77046,0.00733195,3.871378,12.83154,2.578513
96	8.47302,21.08444,18.97587,12.55899,10.48003,13.04791,19.07032,12.17875,5.628973,14.28548
97	13.81042,8.889033,15.58403,14.3375,14.83158,11.88837,11.45318,19.35723,15.52569,14.06532
98	5.814532,-0.03407572,-4.041589,-0.1966133,0.1220963,-0.507212,4.483063,9.604405,6.940459,8.230613
99	1.094621,5.303893,16.92719,5.93586,4.473455,3.078933,9.856343,16.53095,8.060785,4.693676
100	20.65766,12.89327,9.891263,21.09153,6.001197,13.45875,15.07758,12.78841,6.809961,11.79299
101	-7.284148,-8.530592,5.488243,6.537222,1.020059,0.9658976,5.625216,8.993595,-5.952776,8.522485
102	16.32572,14.69887,16.38976,8.544199,13.88086,11.47863,7.414002,18.78617,10.80863,9.726578
103	6.471143,9.734108,23.03222,9.637034,8.518641,13.67165,12.0074,7.308495,4.586386,14.23901
104	8.543376,1.739449,10.34547,21.95288,2.691142,5.075969,3.319731,8.174342,16.90727,9.233414
105	6.326332,11.17663,17.30108,12.57348,1.649883,3.48435,9.037278,5.949793,7.376651,-0.5614939
106	1.35721,2.405497,3.926047,5.971661,9.167245,3.454096,1.714957,14.08084,10.96933,9.484229
107	25.24409,21.13225,16.53512,18.12166,15.30671,14.44587,7.118832,18.71295,25.71162,25.44886
108	10.90997,15.72964,17.38649,12.03972,15.57139,9.864621,12.48861,15.9282,28.19787,9.729987
109	3.970874,9.176416,7.706242,12.58084,1.201118,-0.02787606,13.83787,7.126429,1.387947,0.6311379
110	3.363623,12.70923,7.219223,6.979404,5.922401,4.512113,5.161604,11.78239,-0.69382,11.43384
111	5.707928,-0.7290645,7.734526,2.807977,11.62196,1.861335,-2.938901,1.72995,3.139886,1.870347
112	3.946289,7.639957,0.1817669,9.800888,5.987221,5.808861,-4.181187,4.493855,3.221769,10.23648
113	9.433313,11.01973,14.5524,9.701716,6.978439,18.95675,15.34078,18.07198,8.984661,13.29773
114	3.14606,-2.074965,-2.967228,-4.530842,-5.171109,-2.31424,10.519,-1.278163,-3.565843,-5.027527
115	7.260347,4.586468,10.33834,9.600456,11.28035,7.21751,11.57181,5.617236,10.66463,5.210091
116	-1.544565,-1.743398,4.880388,1.739503,-1.151686,-2.49168,9.563429,0.8162535,-4.244017,-0.1500467
117	9.575338,10.55927,4.80282,13.98211,10.49952,13.6848,17.73441,10.8946,8.587267,6.163506
118	7.849555,-1.338422,-2.72681,2.663091,11.4214,6.614158,3.528753,9.347941,4.242606,5.425098
119	16.46284,16.41256,14.89528,11.64735,19.39818,20.2145,16.64288,8.901657,4.799763,10.96475
120	3.247433,10.6063,16.94728,10.81997,9.709092,6.186783,16.90417,5.602074,12.88148,13.87658
121	8.350348,12.28545,3.479481,3.544133,14.5319,-3.979807,11.1678,8.65482,6.707275,10.31673
122	10.62018,7.323717,11.29241,16.93854,13.33585,17.48525,8.625598,12.91538,12.51679,6.283762
123	-2.136265,6.753563,0.6691382,-3.495411,-5.671088,-4.031549,-7.750126,-2.4202,6.86703,-0.9048566
124	10.31004,13.57703,12.05491,12.78034,15.29998,15.41116,18.79199,17.69831,18.88324,15.66086
125	4.063207,-0.01807025,0.05955861,7.475939,8.7024,2.572028,0.0386769,10.26179,-4.218488,-2.559629
126	19.46791,10.29495,17.69476,14.09013,19.45884,21.64604,14.48267,18.07532,6.001138,13.68647
127	1.930029,0.8239958,1.058407,6.756415,1.229926,11.27122,-7.520837,3.796499,12.57267,-3.678745
128	2.45862,0.8065296,-0.3098118,11.6317,2.610274,7.460253,-12.86129,7.642445,8.560001,-0.4130399
129	6.206093,11.19087,8.938215,5.208502,4.539573,-1.099495,-4.69159,5.887499,7.348855,3.485153
130	8.296705,10.24801,16.47632,11.57312,14.00786,12.43029,18.62781,10.51216,5.050815,7.697794
131	9.15223,13.32434,6.122245,0.4036943,20.09666,12.17605,15.25084,8.439426,10.46809,-0.7659388
132	5.466556,7.35325,16.71788,12.34717,8.734475,11.84552,3.266464,15.85968,0.4563183,4.978046
133	6.3362,18.00654,16.70825,14.82359,11.86917,10.72014,15.75889,21.03186,7.557111,9.748129
134	1.869225,15.08732,16.72097,15.0636,10.63275,16.714,14.11306,19.60717,16.50472,18.46693
135	13.79921,-1.435768,12.58919,3.263819,11.8158,16.57376,7.75847,5.959178,9.568658,17.92712
136	7.267827,7.361622,9.300642,2.052943,16.17052,8.322726,-0.005012534,9.912708,8.795166,1.040053
137	8.232252,17.25651,20.16614,14.02057,16.13655,9.489001,19.77639,16.56415,15.50503,18.74058
138	17.40448,10.05275,26.1478,17.28368,14.82092,12.54779,13.89717,9.493953,15.31735,17.91763
139	-2.1466,8.844529,7.668917,4.943387,3.24451,7.291806,-0.8760522,-1.363771,-1.226048,4.193558
140	12.17423,22.09007,9.271216,12.53591,11.33474,15.79616,6.244035,20.92415,21.03516,19.88825
141	8.433982,10.79424,6.888962,7.461254,-4.566703,3.30976,11.07013,6.506348,-0.09353686,1.208116
142	5.10205,2.776323,-4.462919,-3.509354,12.11125,1.743898,14.10601,4.354486,-5.632048,16.96499
143	2.479595,1.399174,-5.593338,-5.552925,8.978025,-1.54211,6.139692,10.53878,-1.895833,-1.534495
144	-1.781035,0.1102211,-4.819774,5.709791,10.05488,3.136937,-0.00257837,-6.347902,9.453505,5.457437
145	12.49257,3.688915,-0.1288687,10.81633,9.466056,3.493034,21.76986,-6.745534,5.95931,11.6939
146	15.74175,18.94454,17.78791,14.86303,10.61463,21.08122,13.24375,13.52803,16.26569,15.05749
147	5.061513,8.154071,-4.354039,-1.252778,-10.21583,6.982743,2.025568,5.955124,-0.8159577,3.069131
148	19.2433,18.26985,7.04715,16.54712,2.570089,13.6078,12.23783,19.38021,16.46742,12.01389
149	0.9348399,2.600783,-0.2134681,-1.675094,3.3773,5.907363,-1.840736,8.339258,2.660856,7.555412
150	0.2753681,2.011593,-2.703289,16.81024,8.19667,19.68199,2.720581,17.40953,15.3806,6.212558
151	14.26638,22.53491,13.60234,25.13869,9.021299,21.56159,12.37996,16.77125,14.64163,14.33428
152	6.157196,12.79465,6.567474,6.871533,5.732598,3.87621,7.039558,10.96461,10.06929,10.98003
153	15.77863,22.76394,14.67965,9.958906,10.53552,11.72743,7.831086,22.09092,12.03057,20.59486
154	16.85054,12.12353,29.59614,9.605426,20.89246,19.34801,19.65583,20.12341,18.06488,18.04095
155	0.1264385,16.20093,5.661967,6.202595,-9.098261,-4.637319,-2.883303,-0.9353794,-0.8400641,5.218205
156	11.94781,-4.544706,5.63359,10.31701,11.37354,4.970737,3.831931,5.088881,3.844607,3.876952
157	3.170581,-0.7860315,-3.566626,-6.153177,0.06088059,10.61316,-0.7925015,-1.183304,15.90694,-7.786279
158	7.606863,15.91845,14.02719,10.26659,4.163268,11.61675,8.396085,5.570249,10.75639,12.89682
159	-6.555167,9.692386,3.145029,7.432695,11.7381,6.697794,6.444633,-7.150797,-0.08610416,9.745763
160	3.52016,0.229936,-2.256212,-5.305865,3.321259,-7.53679,-2.626156,1.442144,-2.826172,1.185505
161	15.68631,22.99443,14.4435,16.42728,5.080451,15.1537,11.19998,8.879934,20.01183,14.89229
162	2.988989,15.81469,19.71604,27.72302,19.43595,20.30218,11.92126,16.76427,12.62336,17.11028
163	-5.298329,2.228866,4.262281,2.287829,-1.193469,0.8065934,-6.214513,0.8871271,-6.877842,1.92267
164	22.4051,21.76444,13.35021,16.81749,5.861686,19.46889,11.40438,19.70255,5.644212,20.73501
165	5.9033,2.809631,8.491355,5.708766,2.868916,1.526896,18.0503,1.251764,8.795758,4.942927
166	-5.443147,-5.030223,-5.481177,5.43073,0.8161918,11.99571,5.166193,10.24099,4.513593,6.227337
167	14.61763,9.959722,15.16892,6.004365,15.02117,8.440133,5.569252,0.3887255,18.0985,12.59635
168	6.267578,-0.5514175,-4.61533,4.959607,4.436067,0.7088215,8.086118,4.422742,10.12775,12.45636
169	6.716785,13.12595,-2.673747,1.812977,2.421237,7.874105,17.91664,3.680435,3.867498,-2.515476
170	-1.726602,-0.4323575,0.2348028,1.688497,10.09808,8.231057,12.04295,-7.272098,-0.3135719,7.215519
171	2.756255,-3.344522,-0.03498289,15.48629,4.692072,14.93991,10.3365,9.512905,14.11766,-1.950794
172	1.389351,4.717597,-4.414273,-1.08577,9.053905,7.207604,12.51982,4.327357,4.077301,3.894159
173	-3.894397,4.477966,1.111478,5.87367,8.239732,-0.08108379,-0.1485897,1.767374,-1.292958,10.01292
174	7.891877,13.07844,4.954866,-7.390223,9.045902,0.8317991,8.486957,1.130538,5.52764,3.230117
175	1.080974,6.982037,-0.08263156,4.574786,4.49827,2.806897,14.71424,-3.347003,6.155922,-0.04557065
176	12.93996,9.110479,2.916235,-1.264664,12.2128,0.827544,-2.457124,-4.787352,-0.9201399,10.34048
177	6.815836,13.64231,20.45899,13.43123,11.58988,15.2604,11.45352,13.22646,26.97517,17.75505
178	12.72226,18.28945,7.572663,22.34592,13.89119,-0.1115161,10.65452,12.93054,24.94609,14.60505
179	-2.505119,-5.870086,-1.341575,-7.280823,15.41961,3.391234,5.125348,-3.757163,8.478337,4.610642
180	0.001842458,8.433507,1.181755,7.426149,5.64916,0.504122,1.750407,-2.312052,-0.4899905,-4.979591
181	4.909597,18.49676,6.725869,-1.389017,10.64622,4.559897,13.04686,6.26884,14.03384,5.913864
182	-0.8305632,8.124482,1.118455,11.96486,8.204798,3.854512,4.111679,10.4435,0.6749694,2.113644
183	1.424984,10.96127,4.191334,6.790857,16.5622,15.0077,9.032361,5.334116,11.55165,17.91661
184	15.37849,20.29745,19.58469,19.04637,11.44189,1.552074,12.16476,21.49599,14.04854,11.80976
185	-2.040809,-1.033896,2.434544,0.8285149,8.312634,-5.81899,-5.467358,-3.485674,1.854466,12.86842
186	11.10628,21.32043,16.54007,12.90749,14.81179,20.93649,14.47171,16.01221,18.90204,12.28929
187	8.111413,1.131592,5.320066,-0.739191,-2.58721,4.185529,0.07515719,6.211877,6.765082,-0.05315908
188	17.29798,8.015787,7.584581,8.418904,16.05002,6.235097,6.753664,8.728778,3.518152,7.876715
189	9.403389,13.84711,10.05655,-0.3563396,13.52338,10.03494,6.322885,12.72027,8.709489,5.229675
190	-5.055785,5.225559,0.3644328,-4.100585,7.113135,5.360484,-4.120226,4.601606,8.103153,9.214425
191	10.96252,11.8372,9.433005,4.817032,11.26296,14.61273,21.37468,7.792807,10.05876,-0.6349654
192	0.7283174,4.844429,5.337252,-2.748121,2.077543,3.162662,0.4415542,3.028745,-1.269935,-3.766289
193	10.90815,9.653492,8.527673,17.07015,15.49999,17.02206,13.11566,11.36971,12.49823,11.31671
194	-3.727348,6.761528,-4.17962,-2.469232,-1.544555,-3.988285,1.649548,-2.246147,2.784317,12.08708
195	17.38858,15.37341,24.71216,17.52574,13.70769,8.687642,15.23395,20.94985,10.52984,11.17354
196	13.55228,12.56245,13.64084,20.53109,15.29312,16.29328,23.15703,19.34684,21.08522,23.60199
197	6.836022,8.283037,3.492126,7.1347,2.456834,7.767437,1.264012,4.838235,12.95778,4.278884
198	-12.97551,2.509929,3.033796,13.72213,-0.8043954,-2.011107,13.42716,3.836217,1.97067,4.560386
199	9.854769,6.445044,5.505412,-0.5786238,2.021917,8.411904,1.241849,8.497683,12.21077,10.7364
200	2.049577,6.52481,3.916082,-4.54215,0.3082031,7.635942,6.67365,11.15298,-2.903663,-1.353725
201	6.510718,13.41472,8.800243,6.712255,15.14836,8.591989,9.459371,6.14005,5.174774,2.394825
202	2.136594,11.13814,7.89206,0.2184443,6.668973,-3.426696,2.599032,4.358802,-6.486942,7.963529
203	-4.213493,-7.853776,-0.06018333,6.12902,-0.8077939,-4.134086,0.3320802,2.030873,3.232797,4.23784
204	11.61525,13.90375,1.860693,8.456058,6.092885,12.60474,10.65115,11.38108,4.498647,11.2237
205	10.33957,21.86804,12.69474,21.57848,18.29467,9.645046,12.30507,8.513059,15.95117,-2.69793
206	19.07385,13.8883,22.17415,15.94805,10.09206,14.60849,19.50371,7.769476,14.64261,11.01928
207	2.83673,4.570493,2.626974,-5.906239,2.365204,8.738485,8.876998,-0.5854066,9.579136,9.495629
208	20.07484,17.63578,5.27532,18.44155,15.38166,10.8125,14.24906,10.01893,21.083,14.14082
209	-4.457055,-4.662436,-7.027418,-1.390203,-0.3667903,7.137085,-0.9869378,7.799247,-4.666134,-2.628778
210	-0.9436608,1.423079,-1.601854,2.016501,6.936807,6.767547,-6.543507,3.466994,-3.745009,1.12353
211	5.921566,10.60939,10.32677,1.368237,5.322067,16.49327,7.050082,12.77646,9.025283,6.559373
212	14.02773,8.938996,5.737853,3.516626,-2.723305,12.68129,10.11733,15.23465,7.467976,13.23981
213	9.985149,17.9343,5.033879,10.30011,13.28707,8.83446,13.72839,12.70539,5.824205,10.67406
214	0.467887,5.46089,6.251189,7.554395,6.894437,0.7010947,1.131827,3.193317,-0.4144933,15.93319
215	9.021171,8.033891,9.549322,9.033441,6.838519,8.14158,6.337041,5.933561,12.93876,7.339383
216	19.38808,12.61268,3.785344,15.07809,20.66084,14.62297,12.78143,16.30039,15.06671,10.18058
217	7.407125,8.322082,17.64764,21.96631,20.63314,14.9432,19.70168,18.93928,15.43471,15.164
218	15.83665,12.98437,6.270782,11.53078,14.30167,12.70881,19.91998,18.43613,9.446978,17.70793
219	13.76366,23.27036,17.5152,19.55027,23.7811,15.63519,16.32983,20.40019,15.04684,16.9211
220	5.766725,3.185952,9.934455,2.762166,2.099838,1.492374,11.64272,4.080866,3.033597,5.374871
221	9.429986,2.361732,7.510455,7.288281,11.62488,4.449468,10.12296,11.87446,15.88144,5.819491
222	11.42892,11.07901,16.8766,14.43291,10.08757,1.830704,9.498143,15.6482,7.444082,-1.540275
223	9.442456,9.429477,4.073349,9.122078,7.393681,8.894524,7.235611,7.80745,7.161897,19.08861
224	18.5898,5.536668,12.86767,4.938218,7.589873,12.55703,7.200565,7.586782,17.36463,17.97111
225	6.958812,-7.331415,-0.1866657,6.680402,3.915921,0.4913266,-3.021267,6.048982,9.298284,-8.956129
226	8.424826,4.989514,0.1518571,4.15077,9.798969,6.988945,3.726319,1.397016,5.461464,-0.01831234
227	18.3921,15.58206,12.66843,24.23117,8.543025,19.80368,16.1627,19.31275,22.05714,14.93493
228	9.209998,14.15819,20.94266,4.269532,11.15625,10.11324,16.89565,8.768736,9.974373,5.184986
229	5.214628,2.996395,5.179991,2.581014,14.31489,3.14165,5.822707,4.014688,9.573674,12.33727
230	8.048583,8.648772,4.184363,9.408747,7.017054,-0.4227652,9.052982,0.01855778,12.61304,7.871478
231	7.19984,8.046779,21.42915,11.96464,10.10034,16.51214,13.71551,9.659037,2.343059,12.74536
232	9.269605,7.737079,11.17452,13.50629,16.63299,2.134344,11.09141,8.733323,15.26452,21.11522
233	11.28169,13.60851,11.99794,-4.294521,0.2168634,4.479574,15.49564,6.709199,6.461616,6.494021
234	15.03495,-1.809148,-0.5203008,9.577803,13.78165,2.09642,13.53623,4.770062,11.29571,9.991576
235	5.591373,16.31071,5.589931,0.3536406,1.347602,-0.7366407,-4.408802,-8.852558,2.002816,9.720008
236	13.95417,10.94293,12.92171,12.57496,9.148828,15.20601,11.60576,2.212037,13.13204,19.86825
237	12.40163,12.72579,8.836792,-0.2806234,4.263196,9.099742,4.498427,2.155432,9.758284,7.010549
238	17.24976,17.45387,15.2511,18.27345,17.65891,18.85359,19.96563,20.21755,15.28912,8.683771
239	-5.587027,0.409694,0.7867136,3.463704,10.35957,10.48958,6.593368,3.161574,4.111045,1.760676
240	7.933323,7.870751,-0.5291958,4.891291,4.460964,-5.836523,1.159902,3.888031,4.015485,-1.137497
241	18.4815,11.78898,10.31203,8.502948,11.72702,5.808861,17.48777,7.682594,9.009169,18.40552
242	12.50861,9.664786,12.20027,2.390194,10.54811,10.94522,13.90521,9.767453,10.47883,3.323711
243	11.02137,12.04019,17.13376,14.62635,15.12162,1.009289,18.01161,7.822833,23.2356,6.631253
244	1.939495,8.299348,-0.384884,-2.713605,5.803378,0.7502429,7.394316,5.214221,0.8620267,2.879748
245	7.102837,11.4867,19.26224,14.03357,12.44094,14.63251,12.29155,6.740283,16.07902,4.567458
246	10.45766,-0.8619376,7.256316,1.093726,4.428235,-5.179664,-3.309705,11.46303,2.122453,2.339269
247	1.331505,4.273115,3.808402,3.957084,-0.01014014,11.42499,2.678946,1.154304,10.10913,0.1349232
248	1.491908,-0.97198,0.9205346,2.3763,12.83463,5.227025,1.013337,8.368388,0.4633039,4.610108
249	5.490259,12.53367,24.31846,13.93596,20.6833,17.2137,15.34952,1.870584,18.58207,11.97694
250	15.06093,0.01845465,-7.458839,8.732567,9.844632,5.066211,4.853201,14.15093,-4.823357,0.6111198
251	21.48199,10.98221,6.986872,19.66625,24.03045,14.71748,24.42956,22.89192,17.51142,17.14957
252	3.659842,1.303588,-1.672969,-11.88796,0.3857302,-3.177932,2.273763,9.718425,6.822231,-7.161514
253	1.358564,4.200645,3.032782,4.990343,16.74196,1.120818,11.85187,10.2098,9.336248,9.93029
254	14.30122,13.77539,8.216025,3.806666,12.04934,-1.11463,5.705512,7.018681,9.715053,4.111505
255	9.819619,26.83893,17.80577,12.7703,10.32792,17.39751,16.1849,8.302988,14.46285,17.88862
256	19.86605,4.619813,10.96976,15.4302,10.39363,17.35092,23.57166,15.58175,14.94379,4.870363
257	17.04462,15.57605,14.11798,25.40858,25.24533,10.77656,12.88708,14.99979,8.878055,18.08072
258	5.810208,15.02267,14.58591,9.266886,3.693359,8.732176,18.33475,13.61157,12.96953,-4.42509
259	4.324079,7.619744,11.57852,10.81946,14.78829,9.344518,9.766189,15.41282,10.28047,3.591957
